Species	Global_Prevalence	SamplePresence_count	Abundance_Upper RT	Abundance_Intermediate RT	Abundance_Lower RT	Abundance_Nasal swab	Abundance_Buccal mucosa	Abundance_Oral swab	Abundance_Saliva	Abundance_Tongue dorsum	Abundance_Supraglottal	Abundance_Sputum	Abundance_BAL
s__Stomatobaculum_longum	35.74	1005	155.274550813975	110.676444272896	1.18171290608766	0	86.9404187037809	40.290570542316	28.0435615678782	89.3570962773795	5.47016161224586	11.1125703913433	1.18171290608766
s__Eubacterium_rectale	1.956	55	2.66149952502177	0.879519505884653	1.17873922070276	0.26709380128808	1.55546802887791	0.836416396980081	0.00252129787570531	0.563559989102843	0	0.0395662365879273	1.17873922070276
s__GGB1473_SGB2039	16.145	454	157.837844448686	1.42470156707364	1.16754440811895	0	73.2755303359365	7.32517091411527	77.237143198634	0.294032563873438	0.279149918296255	0.284169919774443	1.16754440811895
s__Streptococcus_vestibularis	23.08	649	573.980047037944	9.98240863295821	1.15174669703202	0	561.01459534326	2.55408506631331	10.4113666283706	4.94228276664491	2.81664861560485	1.84235259317687	1.15174669703202
s__Faecalibacillus_intestinalis	0.533	15	0.12793264818127	0.012853377150296	1.14264391190954	0.0370532861543083	0	0.0908793620269619	0	0.012853377150296	0	0	1.14264391190954
s__Aggregatibacter_sp_2125159857	45.626	1283	560.829455335932	42.0306076102955	1.11003532374593	0	387.326229671528	52.9072593121319	120.595966352273	24.0097110782005	0	5.49355387986613	1.11003532374593
s__Ruminococcus_gnavus	0.498	14	3.40404465896807	0.00769694972376334	1.07791879426616	3.09634317170139	0.0336191896937859	0.0375043097001037	0.236577987872793	0.00769694972376334	0	0	1.07791879426616
s__TM7_phylum_sp_oral_taxon_351	28.058	789	92.1011064652292	111.727073326475	1.07587718607174	0	18.9288386130889	22.1787351861191	50.9935326660212	96.2435573031458	2.35205445249906	4.66582454241961	1.07587718607174
s__Isoptericola_variabilis	17.781	500	270.297444773374	141.09930047852	1.02264450217988	0.360051174586937	142.710608918476	122.000214920483	5.2265697598291	121.717299610898	0.254291128672985	13.3340831621844	1.02264450217988
s__GGB49504_SGB69447	5.654	159	15.8174698291703	0.958979861043535	1.01833339984699	0	4.12046526701725	0.478653334543056	11.21835122761	0.386597009513061	0	0.112623829693026	1.01833339984699
s__Campylobacter_showae	20.661	581	49.5086462087566	34.8345808923306	1.00013490403476	0	22.7138323726664	2.27555877194554	24.5192550641447	27.5747057235499	0.357682431017533	0.698886697455985	1.00013490403476
s__Catonella_massiliensis	38.122	1072	75.1257356696168	86.1354839167611	0.999494762459084	0	15.0494426366994	29.4097741921182	30.6665188407991	74.6268129190842	0.886992326223836	6.55785274136943	0.999494762459084
s__Treponema_vincentii	20.768	584	66.7257594135049	19.4958847835073	0.984907229354205	0	37.5001282760952	2.00726068327662	27.2183704541331	2.20529781596613	5.5843536615749	1.96182201414897	0.984907229354205
s__GGB12761_SGB19791	10.455	294	32.2554210686911	0.344900919697722	0.978259872696982	0	16.095451225817	0.219686811374308	15.9402830314998	0.23882113805395	0	0	0.978259872696982
s__Treponema_lecithinolyticum	10.1	284	12.4599170404346	2.33155030237142	0.961024363862345	0	5.33216076536714	0.169726099745745	6.95803017532174	0.315408275345006	0.179249715481615	0.385466084940292	0.961024363862345
s__Porphyromonas_sp_oral_taxon_275	21.764	612	247.84709799779	17.7197644554381	0.943350631221899	0	156.659481310694	19.1982876104751	71.989329076621	4.2658615332484	0	0.350072865807811	0.943350631221899
s__Campylobacter_SGB19314	12.055	339	56.3601435211688	5.63624150922602	0.925793195676637	0	38.4799094017771	0.1674718673223	17.7127622520694	4.15348675959663	0	1.29365120561436	0.925793195676637
s__Tannerella_serpentiformis	47.902	1347	432.90637344109	232.686821475333	0.918957571539305	0	232.845760834882	90.5760870967497	109.484525509458	164.921927804886	6.64481296573013	14.2699833455561	0.918957571539305
s__Selenomonas_sputigena	28.307	796	106.075298495896	30.9148323818413	0.914775914718517	0	58.7743875704541	9.42875643111783	37.8721544943241	24.3624842760132	2.01699291173798	0.175836794228143	0.914775914718517
s__Veillonella_sp_3627	23.684	666	505.475055878446	6.65615010483651	0.914495215920772	0	447.058043919828	14.4459156456694	43.9710963129483	2.93747403470484	0	2.07024853015138	0.914495215920772
s__Candidatus_Nanosyncoccus_SGB19793	26.422	743	81.1406860151411	43.211863707722	0.880593948402254	0.0320736296272974	23.1875312392623	24.0682502223744	33.8528309238771	38.1971523644808	0	1.4249400263269	0.880593948402254
s__GGB1202_SGB1567	24.573	691	65.4898631651994	50.226392142666	0.875052845001933	0	16.8722637473971	34.3649476522743	14.252651765528	42.218650351519	2.72650740148294	1.56951428905734	0.875052845001933
s__GGB2665_SGB3591	4.481	126	38.3093390049207	0.548310099682512	0.870197539779629	0	11.5333729608878	0.0364059149965014	26.7395601290364	0.355247318125177	0	0	0.870197539779629
s__Leptotrichia_sp_oral_taxon_221	35.775	1006	197.397535596397	137.183817240588	0.858196113417598	0	105.539615945567	61.8553223351319	30.0025973156989	125.931488084149	0	3.37022881433409	0.858196113417598
s__Ruminococcus_bromii	1.174	33	1.34497859719346	3.02257241139359	0.852255718471265	0.195659536427754	0.928795427537759	0.19724764064701	0.0232759925809367	1.14365223785123	0	0.094858106679072	0.852255718471265
s__Veillonella_sp_3310	18.279	514	402.839679373537	0.391434759905124	0.830956709822308	0	375.027214459959	6.9851064687919	20.8273584447868	0.0193306096800705	0.0742352196909015	0.277092865922959	0.830956709822308
s__GGB3256_SGB4303	0.462	13	0.334779840688512	0	0.805198487242298	0	0	0.334779840688512	0	0	0	0	0.805198487242298
s__Desulfovibrio_sp_OH1186_COT_070	1.031	29	1.3698894557084	0.185895842579357	0.78727027711589	0	0.148508607088376	0	1.22138084862003	0.00953186900698936	0.176363973572368	0	0.78727027711589
s__Shuttleworthia_satelles	9.068	255	3.81326109131883	1.16491786170957	0.776125131533247	0	2.10420477813323	0.0153664331839306	1.69368988000168	0.124951625690415	0.855516523505322	0.162795560801631	0.776125131533247
s__GGB1024_SGB1318	4.552	128	15.5511683231086	0.99992829457678	0.775329097843438	0	11.1918612933826	0.0733423320180404	4.28596469770789	0.786067512288618	0	0	0.775329097843438
s__GGB3887_SGB5270	25	703	61.6661343372281	60.0783867166232	0.771808725430705	0.266817349445388	24.9870884952875	22.7757950071135	13.6364334853816	50.9848086560097	1.98427622414888	3.37435370962238	0.771808725430705
s__Bacteroides_ovatus	2.454	69	2.75018066019882	11.194139019312	0.748854268178176	0.0679218326201215	2.68191483953339	0.000343988045311199	0	8.64617940179815	0	0	0.748854268178176
s__GGB38873_SGB47522	3.45	97	1.36693023791846	1.08017054835083	0.74708829064432	0	1.12347340677826	0	0.243456831140199	0	1.06884746362167	0.0113230847291608	0.74708829064432
s__Treponema_SGB3603	9.388	264	19.1582365174931	12.3455140194776	0.73656165088329	0	7.1889229262052	0.206273073256607	11.7630405180313	0.894926753236083	0.0898975693420209	0.0446067341329746	0.73656165088329
s__Oribacterium_parvum	29.339	825	91.9136034401631	85.189957373885	0.671593249374692	0	11.1552606945309	44.3689227492381	36.3894199963941	74.4931643993145	0.900824029716112	3.3877428024223	0.671593249374692
s__Solobacterium_SGB6833	17.248	485	87.2725639840593	46.4129674229358	0.655779851376089	0.185287355734057	27.8045634419328	46.6494900234782	12.6332231629143	35.6368439643162	1.273219877552	4.97517077681354	0.655779851376089
s__Aggregatibacter_segnis	33.108	931	218.729157753283	41.9826482028387	0.652050708654847	0	128.688621697283	15.7696087780139	74.2709272779865	33.2056086554396	0	1.50916606827329	0.652050708654847
s__GGB10852_SGB17521	6.899	194	7.73264134975112	0.361791646932538	0.650818188157839	0	2.99934065050537	0	4.73330069924575	0.200072696742772	0.0258051535357138	0	0.650818188157839
s__Corynebacterium_propinquum	1.28	36	58.542882444961	0	0.623593003885728	53.9252177595459	1.15599170382614	3.4498080218576	0.01186495973135	0	0	0	0.623593003885728
s__Streptococcus_massiliensis	0.533	15	1.88380586478289	0.178776689730932	0.620588996514125	0	1.83889197516418	0	0.0449138896187118	0	0.0672124046352437	0.0785183475395732	0.620588996514125
s__Selenomonas_felix	17.07	480	48.4614546090884	16.5986991083784	0.605265764429499	0	33.947172514753	1.33229767981599	13.1819844145194	13.4790362749807	0.935516737449321	0.111863116718657	0.605265764429499
s__Corynebacterium_durum	40.789	1147	178.092363812538	21.7286406523112	0.592074799403699	0	125.970065013714	9.33688609742911	42.7854127013948	12.7306435316037	1.05823305814921	7.52687844621903	0.592074799403699
s__Oribacterium_sp_oral_taxon_102	1.743	49	1.27183433845146	0.475242012866208	0.59037882066303	0	0.349361950437298	0	0.92247238801416	0	0.475242012866208	0	0.59037882066303
s__GGB71076_SGB96710	7.183	202	27.3663271721145	2.18746045612346	0.590175403211473	0	13.5693194199129	0.349079248841586	13.44792850336	1.71344482255604	0	0	0.590175403211473
s__Corynebacterium_matruchotii	41.465	1166	1023.29304539996	48.8568804092292	0.583330312257541	0	807.766549058427	20.6490078057463	194.877488535789	39.1563106490978	0.0914159636272758	3.55906347377191	0.583330312257541
s__Streptococcus_lactarius	14.438	406	626.859185257106	25.1914855947433	0.577172927485088	3.1827160104754	338.890854679602	275.733090621079	9.05252394594959	25.1914855947433	0	0	0.577172927485088
s__Alloprevotella_rava	2.24	63	1.22495403486122	0.158328691375639	0.563679497795554	0	0.737172702569981	0	0.487781332291237	0.0435620814323956	0.0654421179709308	0	0.563679497795554
s__Leptotrichia_hofstadii	25.178	708	67.7491386841743	3.70625078426353	0.504017526339343	0	51.7257642846568	3.03676927780211	12.9866051217154	3.30860323090148	0	0.0500192074035883	0.504017526339343
s__Aggregatibacter_kilianii	12.02	338	94.2772947863388	3.9681446345613	0.500280546971685	0	75.4741061389474	0.0333289495641961	18.7698596978272	3.58487092144332	0	0.291265931978611	0.500280546971685
s__Roseburia_faecis	0.676	19	1.87004359093055	0.249623061001552	0.487024767212709	0.142531368163655	1.70962779613472	0.0178844266321714	0	0.182767993603157	0	0.0668550673983947	0.487024767212709
s__Bacteroidetes_oral_taxon_274	23.08	649	89.8508274538005	16.3587146509071	0.46683352390472	0	47.4720291884192	2.81442912979301	39.5643691355883	6.52619037375624	4.32120077896968	2.98144763014405	0.46683352390472
s__Capnocytophaga_bilenii	25.782	725	202.114558976563	14.8713619333102	0.45701240518274	0	126.945641766986	8.99789465337888	66.1710225561979	14.8177995227416	0	0	0.45701240518274
s__Tannerella_sp_oral_taxon_808	15.327	431	5.30668847148533	2.71172490719787	0.451934750718751	0	2.84254555252267	0.039330286960516	2.42481263200215	0.906871673343732	1.63996985526846	0.0767648999828299	0.451934750718751
s__Limosilactobacillus_fermentum	4.516	127	55.4270228832179	18.5578161730197	0.4507986866985	0	52.1600788366833	0.0291411302985338	3.23780291623605	0.0534164374982234	17.3504156465518	1.15398408896967	0.4507986866985
s__Oribacterium_SGB5283	17.07	480	23.4533974297291	20.8874317696999	0.449335147285265	0	6.2595763882975	3.35202200640844	13.8417990350232	20.5658077031778	0	0	0.449335147285265
s__GGB1202_SGB1566	18.634	524	32.5605892574247	6.52806645992064	0.44641077210451	0	20.130664358689	0.0122326622058083	12.4176922365299	1.1323337412223	4.90049951368768	0.485993076785707	0.44641077210451
s__Fusicatenibacter_saccharivorans	0.462	13	0.355551584086419	0.0769391519500835	0.435898939729064	0.152116346516493	0.140049923619087	0.0386106150217167	0.0247746989291222	0.0769391519500835	0	0	0.435898939729064
s__GGB6646_SGB9384	2.809	79	3.04670160090034	0	0.435391348158097	0	2.94786223035995	0	0.0988393705403965	0	0	0	0.435391348158097
s__Enterobacter_roggenkampii	0.605	17	1.4213251709188	0.0201208959123177	0.429013202313419	0.00848197785785173	1.24606313843211	0.122819920344828	0.0439601342840061	0	0.0201208959123177	0	0.429013202313419
s__Candidatus_Nanosynsacchari_sp_TM7_ANC_38_39_G1_1	28.876	812	229.351849007092	23.8434630930516	0.4051093529285	0	148.586273894383	3.48756845037312	77.2780066623358	15.7320519232168	0.88618546605148	3.53200245642279	0.4051093529285
s__Cutibacterium_granulosum	1.209	34	0.23351691262325	0.825587047760958	0.400485237699776	0	0.204232448902076	0	0.0292844637211738	0.804180453569012	0	0.0214065941919464	0.400485237699776
s__Malassezia_globosa	0.711	20	0.0519238930000157	0.0297336407137885	0.398726239694172	0	0.0356795286488057	0	0.01624436435121	0.010987255929915	0.0129926526964873	0.0057537320873862	0.398726239694172
s__Lachnospiraceae_bacterium_oral_taxon_500	5.583	157	3.58721259416264	0.16888858897011	0.388264184881479	0	1.40726834163061	0.018809497149247	2.16113475538279	0.137712585042751	0.018141526716736	0.00715511303576996	0.388264184881479
s__Actinomyces_dentalis	23.72	667	204.612996386369	9.4321105924446	0.386627337359962	0	142.678507797072	0.122394145223303	61.8120944440738	3.52575996867548	3.82030762368312	1.93146791290962	0.386627337359962
s__GGB12788_SGB19838	17.71	498	157.218924294862	0.717439395475696	0.385219018544574	0	128.535214690117	1.33999107807293	27.3437185266722	0.224125003206193	0.0549767456946323	0.4094350309806	0.385219018544574
s__Akkermansia_muciniphila	0.427	12	178.850445414473	1.44987948810673	0.378937594822003	178.247178368498	0.603267045975909	0	0	0.140164420623505	0	0	0.378937594822003
s__GGB3385_SGB4471	9.744	274	27.8264875335344	29.7842878233742	0.36716192040075	0	6.57099379987156	3.15961390105517	18.0958798326077	24.5383602176234	0	0.275567283986223	0.36716192040075
s__GGB4733_SGB6555	9.708	273	44.5717163843075	29.0403360326793	0.362826243672609	0	6.18858184722263	13.7760430750777	24.6070914620071	27.8794100174497	0	0.429236276439705	0.362826243672609
s__GGB1431_SGB1972	2.845	80	1.95829187679492	3.36267738796751	0.362634663612879	0	1.14702299121038	0	0.811268885584539	0.283409101244371	0	0	0.362634663612879
s__Arachnia_rubra	15.007	422	118.97041450615	12.4494675122214	0.355389737035003	0	79.8703695128548	1.20710946592411	37.8929355273708	1.67330535008058	10.1445971762702	0.616537439500704	0.355389737035003
s__Prevotella_conceptionensis	25	703	113.09214650889	10.8227990140573	0.352285567449274	0	73.849151435144	0.629798641891725	38.6131964318538	2.31677977388794	2.74126152106325	0.355509275757291	0.352285567449274
s__TM7_phylum_sp_oral_taxon_348	29.445	828	488.03913761958	13.8929463347582	0.34776829487103	0	306.353670078539	20.1591724321873	161.526295108854	12.2403371468778	0	0	0.34776829487103
s__Oribacterium_SGB96486	14.26	401	12.6917906715449	19.0381029747792	0.347474969574822	0	3.93760353721345	2.21564350289044	6.53854363144101	18.2276970257199	0	0.34910536984809	0.347474969574822
s__Prevotella_multisaccharivorax	3.805	107	4.58074996173527	0.00350802270548764	0.346304820849323	0	3.13004813428346	0.0178260707061626	1.43287575674564	0	0.00350802270548764	0	0.346304820849323
s__Porphyromonas_SGB2038	22.653	637	223.619313602166	4.99112159610318	0.337075566273574	0	154.625599383546	6.94994302653863	62.0437711920815	2.88038794786641	0.542039041239597	1.46450960361427	0.337075566273574
s__GGB73508_SGB3593	8.357	235	14.8020427291321	1.37167740647432	0.331473860633555	0	5.05482210517925	0.137127997595148	9.61009262635767	1.05553666998689	0	0	0.331473860633555
s__Atopobium_sp_oral_taxon_199	1.92	54	0.763887100137773	0.18895117954129	0.324845786925729	0	0.543706273853344	0	0.220180826284429	0	0.165931352622774	0.0214238020511661	0.324845786925729
s__GGB12763_SGB19797	14.58	410	30.4757100755327	23.9480469428053	0.324149756391185	0	3.97806490379569	4.63050148796416	21.8671436837728	22.2807485448224	0	0.33773466576831	0.324149756391185
s__Ligilactobacillus_salivarius	3.592	101	24.4286058587394	1.66570161347305	0.301003501317451	0.00995078152379062	23.0536313160536	0.000414659567808168	1.36460910159422	0.0100681940668795	1.53536662212488	0.120266797281297	0.301003501317451
s__Ottowia_sp_Marseille_P4747	22.902	644	462.367109003619	14.7228671254248	0.281052491447933	0	334.475668558789	16.7941568581957	111.097283586634	13.301421253448	0	0.492217793989737	0.281052491447933
s__Streptococcus_thermophilus	6.223	175	27.3667767699111	75.5528500680584	0.279411556407453	0	26.6266152907909	0.0475543586228956	0.692607120497252	1.46307786919991	0	74.0897721988585	0.279411556407453
s__Actinomyces_sp_HMT897	9.886	278	63.4474251660183	0.344641556151286	0.273664160495367	0	48.7408906814664	0	14.7065344845519	0.180405629859477	0	0.122291382222224	0.273664160495367
s__Paracoccus_sanguinis	0.533	15	0.13389001423066	0	0.269580625857497	0	0.128496964458525	0	0.00539304977213408	0	0	0	0.269580625857497
s__GGB70967_SGB95921	1.6	45	7.1265153537582	0.133538624990491	0.266000727134751	0	1.72741766209318	0.0315257426883792	5.36757194897663	0.0365971720719541	0	0	0.266000727134751
s__Prevotella_pleuritidis	20.092	565	86.949292351688	16.1482674568818	0.262713458600048	0	49.9856744451776	1.56559976045884	35.3980181460516	3.44389169158697	0.303967340981807	6.40102249655216	0.262713458600048
s__Parvimonas_sp_oral_taxon_110	5.085	143	5.06532442257265	1.65629767258934	0.262653049599966	0	3.58367775587868	0.7410989437222	0.740547722971768	0.126217553304461	0.0868809636269467	0.0805011925624119	0.262653049599966
s__Prevotella_scopos	13.442	378	29.0849084402906	24.0247035022209	0.262023141379427	0	9.11792403305151	10.1805373384138	9.78644706882535	22.7435224107756	0	0.131039881081684	0.262023141379427
s__Haemophilus_sputorum	36.771	1034	195.584571493438	24.1881652805284	0.260107256506537	0	116.289682125882	30.5973885000421	48.6975008675148	17.766343855158	0	2.16147361380325	0.260107256506537
s__Prevotella_SGB1459	24.502	689	239.387354639974	36.7140393455178	0.25532571545132	0	171.041747783378	3.1986607616742	65.1469460949219	3.72203236274909	3.67780014712437	0.0590008709976802	0.25532571545132
s__Eikenella_corrodens	25.64	721	50.6523530679167	11.6333073463553	0.248722820784647	0	37.5897299401353	1.42703113718156	11.6355919905998	8.80071503895453	0.287517183233945	1.0039322892905	0.248722820784647
s__GGB49499_SGB69440	5.121	144	5.61246936431073	0.378955502528362	0.247628895749907	0	2.65594367508273	0.0383012381976601	2.91822445103034	0.238957629000478	0	0	0.247628895749907
s__Leptotrichia_hongkongensis	38.051	1070	184.073504647411	9.95503384581801	0.24386534385161	0	134.792998501006	13.4284906440391	35.8520155023654	7.20965857671377	0.0592073801147896	2.53002533005657	0.24386534385161
s__Candidatus_Nanoperiomorbus_periodonticus	15.647	440	121.68705761252	19.8791301501115	0.242428746977271	0	57.4896539736723	1.28567785156863	62.911725787279	1.62926856373591	17.8719205518246	0.139335740839662	0.242428746977271
s__Campylobacter_curvus	9.068	255	14.0677826231486	0.935215215075618	0.242278429359177	0	11.7942735131118	0	2.27350911003681	0.045223094693193	0.889992120382425	0	0.242278429359177
s__Lachnospiraceae_bacterium_oral_taxon_096	30.761	865	221.114152538354	246.262775886611	0.235734971735885	0	105.766594157508	75.7805256819349	39.5670326989107	229.377180955255	0	3.76753157565552	0.235734971735885
s__Phocaeicola_abscessus	5.441	153	4.29515840191794	1.84334649173987	0.232029463719871	0	2.55346460023791	0.0371009369533858	1.70459286472664	0.000482017828044018	1.82887389331823	0	0.232029463719871
s__GGB12785_SGB19827	27.454	772	204.232441021697	18.9076190475873	0.213744372203918	0	118.289498561165	24.7291852590749	61.2137572014578	18.2029761995189	0	0.277263497249923	0.213744372203918
s__GGB1843_SGB2524	50.64	1424	158.574465701072	93.658457048384	0.212585381898166	0	97.5445501046859	19.2517036215646	41.7782119748218	81.1899583489491	0.0335622371944214	6.58920757518978	0.212585381898166
s__Parvimonas_sp_oral_taxon_393	1.956	55	1.38707464286928	0	0.212170245727881	0	1.09633693108767	0.00901599003360634	0.281721721748009	0	0	0	0.212170245727881
s__Streptococcus_sp_F0442	26.458	744	43.3726765721335	46.839301077079	0.211799907351837	0	21.3665155859558	11.3740769095082	10.6320840766695	44.2382365687311	0	1.20988520083472	0.211799907351837
s__Catonella_SGB4505	16.11	453	19.5660894000059	0.389100570610878	0.209050384837568	0	12.0738923933328	0.382061247466036	7.11013575920706	0.266820646134813	0.120905399677624	0	0.209050384837568
s__Capnocytophaga_SGB78737	11.984	337	64.9848719507736	73.9191883771365	0.203073568109669	0	14.1599551042084	10.3061194379608	40.5187974086044	38.4506784345895	0	1.99398979479645	0.203073568109669
s__Arachnia_propionica	25.889	728	149.478747695701	19.6659454907247	0.202351619071594	0	113.149040118981	5.43685038888763	30.8928571878317	1.37006016553376	9.22735778547875	8.66140723576847	0.202351619071594
s__GGB4538_SGB6253	31.401	883	76.1642452334617	50.0931255053556	0.201984482703824	0	29.7171570571423	16.4529743085705	29.9941138677489	44.2730075491965	0	1.43669981746524	0.201984482703824
s__Leptotrichia_buccalis	28.627	805	125.584218009465	8.67164768035959	0.200467728653558	0	85.9836117614502	13.6249107204526	25.9756955275627	7.07405501770901	0.053023262478042	0.0609096426699835	0.200467728653558
s__Corynebacterium_pseudodiphtheriticum	2.276	64	79.9113103897317	0.0894905181153525	0.198918782718801	60.5133544281942	3.45250503441281	0.519049949946331	0.151022520376395	0	0	0	0.198918782718801
s__Odoribacter_splanchnicus	0.533	15	0.880431490967234	1.45855032071175	0.191460323121231	0.0245436853754714	0.855887805591763	0	0	0.105205737962877	0	0	0.191460323121231
s__Limosilactobacillus_mucosae	0.64	18	0.56549870169726	0.755083218060465	0.185655919557641	0	0.305183266392802	0.000569596579288335	0.25974583872517	0	0.755083218060465	0	0.185655919557641
s__Lautropia_dentalis	19.381	545	468.56716891197	7.26290895917323	0.183059733221484	0	296.317615751227	5.60881000590363	166.64074315484	4.77841154258741	0.280402772900721	0.0986402532111962	0.183059733221484
s__GGB3008_SGB3999	7.575	213	27.2815763918858	13.0224310164269	0.179032994183868	0	1.1444409613936	2.83008229483804	23.3070531356541	12.8841003483422	0	0	0.179032994183868
s__Propionibacterium_acidifaciens	7.646	215	29.7022403950018	0.559591937539959	0.17796709973405	0	18.3299502269757	0.0308666188712578	11.3414235491548	0.00173252009955121	0.349724869843989	0.208134547596419	0.17796709973405
s__Oribacterium_asaccharolyticum	34.211	962	43.2686680961015	56.9623320605618	0.17184871904538	0	11.6386720198003	16.5081223067477	15.1218737695535	48.653806769204	3.52081356285848	3.05223918311443	0.17184871904538
s__Prevotella_oralis	6.579	185	4.78023783907706	2.18489770081817	0.166430830314418	0	3.22420669284171	0.0102864871176743	1.54574465911767	0.248798368968876	1.68993442279457	0.072206350227983	0.166430830314418
s__TM7_phylum_sp_oral_taxon_350	6.65	187	38.8918374644275	0.20353412185226	0.15861540581831	0	24.4191438549321	0.0172886658003931	14.4554049436949	0.0876623809948761	0	0.115871740857384	0.15861540581831
s__Hallella_seregens	5.156	145	11.8902112901807	0.0731301904494314	0.148556833119558	0	4.15686012622877	0	7.73335116395192	0.0667132177169831	0	0	0.148556833119558
s__Desulfovibrio_sp_Dsv1	0.676	19	1.18829071671866	0.0126441820065071	0.146724160763031	0	0.644167931594259	0	0.544122785124405	0.0126441820065071	0	0	0.146724160763031
s__GGB4300_SGB5873	9.993	281	18.9523088298262	0.0554114649607208	0.140725037337222	0	12.8830843146929	0.00167362817965849	6.06755088695363	0.0428490065770259	0	0.0125624583836949	0.140725037337222
s__Bifidobacterium_dentium	3.805	107	5.63447948827753	0.283649653596615	0.138389976845907	0	3.99849259022425	0.00308207431435553	1.63290482373893	0.00541222663956394	0.0806494678529367	0.174323651292053	0.138389976845907
s__Kocuria_palustris	3.983	112	1.98145274777254	0.0100250011751496	0.137522894771259	0.0122141569179983	1.37705974674347	0.00995147382349901	0.582227370287571	0	0	0.0100250011751496	0.137522894771259
s__Porphyromonas_SGB2037	16.999	478	56.1743145014943	4.50449100946511	0.137183454414376	0	38.0649974753472	1.79370449777055	16.3156125283765	3.82141957873703	0.0586675478056244	0.0663265568855082	0.137183454414376
s__Eikenella_halliae	24.218	681	170.830750801531	1.12591560504173	0.136546168042128	0	119.825448657486	2.60214497995186	48.4031571640932	0.603342292416359	0.0369415847388132	0.485631727886559	0.136546168042128
s__Leptotrichia_sp_oral_taxon_212	35.775	1006	107.736232559764	15.8225127114019	0.135621615840238	0	82.7116844185351	9.54700647445856	15.4775416667708	11.8510265094346	0	1.70139287633419	0.135621615840238
s__Selenomonas_artemidis	21.408	602	102.286786448644	1.88563508374922	0.129245140604771	0	65.9607887890789	0.297118872186559	36.0288787873783	0.268007402187389	0.198432640436738	1.4191950411251	0.129245140604771
s__GGB10852_SGB17523	5.405	152	9.429320697077	0.40488100899172	0.128145312864905	0	5.98252959219004	0	3.44679110488697	0.258287066106759	0	0	0.128145312864905
s__GGB4533_SGB6245	12.98	365	29.4868784239319	14.2185824091821	0.125819843438514	0	7.44981008989919	3.05620097103067	18.9808673630021	12.3243926436804	0	0.229987167841196	0.125819843438514
s__Phascolarctobacterium_faecium	0.498	14	1.33566497882187	1.9965337258076	0.124619086795825	0.030547287771535	1.30511769105033	0	0	1.88746852157958	0	0	0.124619086795825
s__Leptotrichia_sp_oral_taxon_218	16.216	456	104.476889852022	41.9874641798262	0.123113717673782	0	47.858664215857	34.3652955559138	22.2529300802507	37.8530234296116	0	2.09333980494152	0.123113717673782
s__Selenomonas_sp_oral_taxon_126	10.135	285	17.8426051408987	1.23746308512076	0.121951100574195	0	9.9112295727047	0.0406148709977837	7.89076069719621	0.0439117442861251	0.251514897316629	0	0.121951100574195
s__Catonella_SGB96613	13.834	389	12.7984533093128	18.0982318327738	0.119812664069034	0	0.545611019774066	5.24244516264382	7.01039712689489	17.3552754873272	0	0.16924414390747	0.119812664069034
s__Streptococcus_sinensis	3.983	112	10.7783969406682	0.250831599874493	0.119517269169321	0	9.06808562271347	0	1.71031131795471	0.0479539584234192	0	0.0597239051754765	0.119517269169321
s__Lachnoanaerobaculum_orale	46.053	1295	224.222867001309	177.333296487637	0.119394058687944	0.00439855851056208	119.823058311167	61.5640348698119	42.8313752618203	145.148877219786	1.44949238569152	22.6063291079732	0.119394058687944
s__Capnocytophaga_ochracea	35.669	1003	167.103268619193	11.0202871787298	0.11805201114253	0	127.955701785661	1.33658847295326	37.8109783605784	7.87965556859706	0.503675791668263	0.805317436208293	0.11805201114253
s__Berryella_intestinalis	0.427	12	0.0292768544493658	0.17703241257229	0.116834366587557	0	0	0	0.0292768544493658	0.158133880928851	0.0188985316434389	0	0.116834366587557
s__Gemella_bergeri	0.853	24	0.207540827939611	0.0038053929198637	0.114327050692436	0	0.108182731345854	0	0.0993580965937564	0.0038053929198637	0	0	0.114327050692436
s__Selenomonas_SGB5896	10.384	292	9.98170091262504	2.14148479628576	0.11369295221665	0	4.33240082191113	0.311086508824406	5.3382135818895	0.143223713402366	0.803220175938218	0	0.11369295221665
s__GGB1843_SGB2516	48.791	1372	200.610349133646	13.2584275031344	0.113406004325257	0	160.311958177496	7.31176480485903	32.9866261512912	9.94760717716478	0.454683873809333	2.02437292864491	0.113406004325257
s__Kocuria_rosea	0.498	14	0.0446265108480452	0	0.111640701827382	0	0.042257253422461	0	0.00236925742558419	0	0	0	0.111640701827382
s__Treponema_SGB3615	4.908	138	12.6841535781938	1.85365151266212	0.109645937428992	0	4.42564436653749	0.077972550641521	8.18053666101478	0.738485894169822	0	0	0.109645937428992
s__Schaalia_cardiffensis	2.525	71	1.88358791632444	0.0282616058429004	0.103393579973141	0	1.47496554763825	0.0306806307417867	0.377941737944406	0.00203819492291145	0	0	0.103393579973141
s__Faecalibacterium_SGB15346	0.427	12	0.220655622576243	0.99688300823543	0.101574019611958	0.110727286119166	0.0860600996566738	0.0238682368004032	0	0.244407191067101	0	0	0.101574019611958
s__Gemella_SGB7291	14.438	406	147.371707892165	1.06399910044242	0.100305512892398	0	136.718152817148	1.88756645816767	8.76598861684922	0.906065746700159	0	0	0.100305512892398
s__Dialister_micraerophilus	4.125	116	2.81372083164989	2.77182584669418	0.0995661651091536	0	1.32278841714772	0	1.49093241450217	1.35587237034743	0.756841482967824	0.133146484286149	0.0995661651091536
